car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
1862,X5,2021,3.7,318,diesel,automatic,AWD,36086,9.1,79688,198,5,5,suv,red,1,no,,Spain
1863,5 Series,2015,3.9,332,diesel,automatic,RWD,136171,9,50890,191,4,5,sedan,white,1,no,full,Netherlands
1864,X5,2012,3.3,235,hybrid,automatic,AWD,165138,6.3,57611,150,5,5,suv,black,2,no,full,France
1865,X3,2020,,173,petrol,automatic,RWD,68336,8.1,52205,169,5,5,suv,grey,1,,full,Spain
1866,3 Series,2023,2.2,265,hybrid,automatic,AWD,12400,4.3,44706,84,4,5,sedan,white,1,no,partial,France
1867,X3,2013,3.2,361,hybrid,automatic,AWD,141716,5.5,40700,128,5,5,suv,white,5,yes,full,Italy
1868,7 Series,2014,4.2,339,diesel,automatic,AWD,171436,8.7,78072,187,4,5,sedan,grey,,no,full,France
1869,X7,2010,3.3,263,hybrid,automatic,AWD,59882,,57857,122,5,5,suv,black,4,yes,none,Spain
1870,X3,2023,2.3,231,diesel,automatic,RWD,7783,7.3,66884,171,5,5,suv,grey,0,no,full,Spain
1871,5 Series,2023,4.4,352,diesel,automatic,AWD,22691,9.8,76886,212,4,5,sedan,red,0,no,full,USA
1872,3 Series,2016,2.8,216,petrol,automatic,AWD,91511,9.7,30657,209,4,5,sedan,black,2,,full,Spain
1873,X7,2022,3,264,diesel,automatic,AWD,854,7.9,104198,179,5,5,suv,black,0,yes,full,Italy
1874,i3,2018,0,192,electric,automatic,RWD,55594,0,47861,0,5,4,hatchback,black,3,no,full,Spain
1875,1 Series,2014,2.5,254,diesel,manual,FWD,159907,7.5,14389,145,5,5,hatchback,white,2,yes,partial,France
1876,X1,2007,2.2,264,diesel,automatic,FWD,300000,6.9,16653,159,5,5,suv,grey,2,yes,partial,UK
1877,5 Series,2015,2.9,240,hybrid,automatic,RWD,134197,5.3,47462,115,4,5,sedan,blue,2,no,,Germany
1878,3 Series,2024,1.6,127,diesel,automatic,AWD,0,6,46788,119,4,5,sedan,black,0,no,full,Netherlands
1879,i7,2021,0,407,electric,automatic,AWD,20668,0,210181,0,4,4,sedan,silver,0,no,full,USA
1880,X3,2021,2.7,246,diesel,automatic,RWD,37566,7,52108,162,5,5,suv,blue,0,no,partial,France
1881,5 Series,2018,2,259,petrol,automatic,RWD,89918,8.3,41867,191,4,5,sedan,black,2,yes,partial,Netherlands
1882,7 Series,2016,3.7,273,diesel,automatic,AWD,117490,8.7,90963,200,4,5,sedan,silver,1,no,full,Netherlands
1883,X1,2019,2,168,petrol,automatic,AWD,106843,7.2,36365,161,5,5,suv,blue,1,no,full,USA
1884,X1,2016,1.9,165,petrol,automatic,AWD,111619,7.3,28545,157,5,5,suv,grey,3,yes,full,UK
1885,X1,2005,1.6,154,hybrid,automatic,FWD,267359,4.2,12960,102,5,5,suv,black,5,yes,full,UK
1886,X3,2018,3.3,338,diesel,,AWD,130002,8.3,56413,182,5,5,suv,black,1,no,full,UK
1887,X7,2015,4,261,diesel,automatic,AWD,177342,9.4,89621,208,5,5,suv,grey,1,no,partial,France
1888,1 Series,2010,3,276,petrol,manual,FWD,144379,9,12688,191,5,4,hatchback,blue,3,yes,partial,USA
1889,i4,2018,0,311,electric,automatic,AWD,148924,0,57588,0,4,5,coupe,white,4,no,full,France
1890,1 Series,2009,2.3,186,petrol,manual,RWD,235670,8.2,5123,182,5,4,hatchback,silver,4,no,none,Germany
1891,X1,2012,1.9,170,hybrid,automatic,AWD,177497,4.2,20905,100,5,5,suv,silver,3,yes,partial,USA
1892,i4,2010,0,468,electric,automatic,AWD,300000,0,40401,0,4,5,coupe,silver,2,no,none,Spain
1893,X7,2010,4.4,443,hybrid,automatic,AWD,217440,7.5,66859,160,5,5,suv,white,3,yes,full,Spain
1894,X3,2017,3,215,petrol,,AWD,87618,8.8,40685,182,5,5,suv,red,1,yes,partial,USA
1895,7 Series,2007,0,383,electric,automatic,RWD,300000,0,47972,0,4,4,sedan,grey,5,no,partial,Spain
1896,1 Series,2014,2.4,199,petrol,manual,RWD,171292,8.5,17211,180,3,4,hatchback,blue,2,no,full,France
1897,X3,2018,2.5,248,diesel,automatic,AWD,60314,6.9,45475,147,5,5,suv,,1,no,partial,Spain
1898,X3,2012,2,216,hybrid,automatic,AWD,188100,4.5,35194,93,5,5,suv,silver,3,no,full,France
1899,X1,2023,,140,hybrid,automatic,AWD,0,4.2,39585,89,5,5,suv,,0,yes,full,Turkey
1900,i4,2009,0,314,electric,automatic,RWD,249904,0,38295,0,4,5,coupe,silver,4,no,full,Turkey
1901,X5,2006,3.2,301,diesel,automatic,AWD,249001,8.4,33653,185,5,5,suv,grey,5,yes,full,France
1902,X1,2023,1.9,234,hybrid,automatic,AWD,35455,4.7,47319,108,5,5,suv,black,0,,full,USA
1903,5 Series,2010,2.6,275,diesel,automatic,RWD,300000,7.3,21131,166,4,5,sedan,white,2,yes,partial,Italy
1904,X1,2021,1.8,197,diesel,automatic,AWD,16982,5.7,48564,125,5,5,suv,black,1,no,full,UK
1905,5 Series,2012,2.5,228,diesel,automatic,AWD,221077,6.7,33810,151,4,5,sedan,red,2,no,full,Germany
1906,7 Series,2024,4.9,376,petrol,automatic,RWD,21340,12.2,127556,270,4,4,sedan,white,0,no,full,Italy
1907,X1,2022,2,211,diesel,automatic,AWD,17848,7,51001,153,5,5,suv,red,2,no,full,Netherlands
1908,X3,2017,3.5,271,petrol,automatic,RWD,65666,10.8,53319,237,5,5,suv,white,1,no,full,France
1909,1 Series,2020,2.1,191,diesel,automatic,RWD,36022,6.9,22947,161,5,5,hatchback,grey,1,no,partial,France
1910,X5,2014,3.9,369,diesel,automatic,AWD,112773,9,52488,204,5,5,suv,silver,2,yes,partial,Turkey
1911,i3,2016,0,166,electric,automatic,RWD,108481,0,31348,0,5,4,hatchback,black,2,yes,full,Spain
1912,7 Series,2023,0,410,electric,automatic,RWD,0,0,115269,0,4,4,sedan,grey,0,yes,full,Italy
1913,X7,2012,3.3,300,hybrid,automatic,AWD,199747,5.7,79280,131,5,5,suv,silver,,no,full,Italy
1914,5 Series,2022,4.1,325,diesel,automatic,AWD,23513,9.2,61060,192,4,5,sedan,blue,1,no,partial,UK
1915,7 Series,2011,4.6,418,diesel,automatic,RWD,97174,9.6,76806,200,4,5,sedan,silver,2,no,full,USA
1916,3 Series,2019,3.2,245,petrol,automatic,RWD,92012,10,31643,223,4,5,sedan,black,2,no,partial,Turkey
1917,X5,2014,3.4,238,hybrid,automatic,AWD,107399,6.2,45973,134,5,5,suv,black,1,yes,none,France
1918,X1,2023,1.6,178,diesel,automatic,AWD,18349,6.1,51922,135,5,5,suv,silver,0,no,full,Netherlands
1919,3 Series,2019,2,256,hybrid,automatic,AWD,101834,4.7,31432,118,4,5,sedan,blue,3,no,full,Turkey
1920,7 Series,2018,0,340,electric,automatic,RWD,111319,0,96495,0,4,4,sedan,grey,1,no,partial,Italy
1921,X1,2012,1.9,163,diesel,automatic,AWD,266086,6.1,12677,122,5,5,suv,black,3,no,none,Turkey
1922,X1,2022,2.1,193,petrol,automatic,AWD,37539,7.2,32669,148,5,5,suv,,1,yes,partial,Turkey
1923,7 Series,2006,3,239,diesel,automatic,RWD,300000,8.1,48366,172,4,5,sedan,silver,3,no,full,Italy
1924,3 Series,2021,2.3,255,hybrid,automatic,RWD,17939,5.6,39730,118,4,5,sedan,grey,1,yes,full,Germany
1925,5 Series,2008,2.8,256,hybrid,automatic,RWD,236281,5.9,26852,132,4,5,sedan,silver,3,no,partial,UK
1926,1 Series,2005,2.6,255,hybrid,automatic,RWD,227359,5.6,5662,114,3,4,hatchback,black,3,yes,full,France
1927,3 Series,2016,2.8,262,hybrid,automatic,AWD,144344,5.6,31874,114,4,5,sedan,red,2,no,full,Italy
1928,3 Series,2021,2.9,273,petrol,automatic,RWD,53178,9.6,43823,204,4,5,sedan,grey,1,no,full,Germany
1929,3 Series,2023,1.7,176,diesel,automatic,AWD,0,6.1,41623,130,4,5,sedan,silver,0,yes,full,Netherlands
1930,1 Series,2014,2.5,236,hybrid,manual,FWD,194817,5.1,13024,99,3,5,hatchback,blue,3,yes,full,Italy
1931,3 Series,2012,2.6,272,hybrid,automatic,AWD,217216,5.1,24612,119,4,5,sedan,red,2,no,partial,Spain
1932,1 Series,2014,2.1,252,petrol,automatic,RWD,151439,8.7,13770,178,3,4,hatchback,silver,2,yes,partial,UK
1933,7 Series,2023,,288,hybrid,automatic,RWD,29115,5.9,118575,119,4,4,sedan,silver,0,no,full,USA
1934,3 Series,2005,2.8,245,petrol,manual,RWD,300000,9.1,15231,210,4,5,sedan,blue,3,no,partial,Turkey
1935,1 Series,2010,2.1,226,hybrid,automatic,RWD,237163,4.3,11833,92,5,5,hatchback,white,3,yes,full,UK
1936,1 Series,2015,2.6,231,diesel,automatic,FWD,192929,7,13316,150,5,4,hatchback,black,4,yes,full,Germany
1937,X1,2022,1.6,127,petrol,automatic,FWD,38767,6.6,41283,143,5,5,suv,grey,1,no,full,Italy
1938,3 Series,2020,2.3,251,petrol,automatic,AWD,60026,8.9,39566,215,4,5,sedan,white,1,no,full,France
1939,3 Series,2019,3.2,273,diesel,automatic,AWD,71072,8.5,30800,209,4,5,sedan,black,4,yes,partial,Germany
1940,7 Series,2023,0,405,electric,automatic,AWD,0,0,121910,,4,4,sedan,red,0,yes,full,UK
1941,X1,2012,2.4,248,diesel,automatic,FWD,161892,7.3,22352,155,5,5,suv,silver,3,yes,partial,Italy
1942,Z4,2011,3,306,petrol,manual,RWD,247605,9.2,33729,216,2,2,convertible,white,4,yes,full,USA
1943,1 Series,2019,2.2,329,diesel,automatic,FWD,87480,6.8,33206,154,5,5,hatchback,grey,1,no,full,UK
1944,X5,2017,3.6,224,petrol,automatic,AWD,97328,9.8,63919,209,5,5,suv,silver,2,no,partial,USA
1945,5 Series,2014,2.3,224,petrol,automatic,RWD,51763,8.5,38862,195,4,5,sedan,red,2,no,none,USA
1946,X3,2008,3.4,269,diesel,automatic,AWD,161601,8.8,27439,187,5,5,suv,silver,3,yes,partial,Netherlands
1947,X3,2023,2.6,236,diesel,automatic,AWD,0,7.3,68828,161,5,5,suv,black,1,no,full,France
1948,i7,2015,0,368,electric,automatic,RWD,61282,0,122235,0,4,4,sedan,red,1,no,full,USA
1949,i7,2009,0,515,electric,automatic,AWD,184581,0,96945,0,4,4,sedan,white,4,no,none,UK
1950,i4,2021,0,263,electric,automatic,AWD,40217,0,78944,0,4,5,coupe,grey,,no,full,UK
1951,X3,2022,2.1,238,petrol,automatic,RWD,49248,8.9,61022,186,5,5,suv,white,0,no,partial,Spain
1952,X3,2017,3.2,281,hybrid,automatic,AWD,145173,5.7,44856,129,5,5,suv,black,4,no,full,France
1953,i3,2010,0,232,electric,automatic,RWD,178913,0,26609,0,5,4,hatchback,black,2,no,partial,Italy
1954,X7,2024,3,306,petrol,automatic,AWD,8585,9.1,122535,191,5,5,suv,grey,1,no,full,Spain
1955,X3,2022,3.5,312,petrol,automatic,AWD,29740,10.6,64682,235,5,5,suv,white,0,no,partial,UK
1956,3 Series,2021,2.9,290,petrol,automatic,AWD,34406,8.8,48470,182,4,5,sedan,black,1,no,full,Netherlands
1957,5 Series,2018,2.7,243,petrol,automatic,RWD,105340,8.7,44159,176,4,5,sedan,white,1,yes,partial,Germany
1958,5 Series,2010,4.3,351,diesel,automatic,AWD,159921,9.8,34811,205,4,5,sedan,black,3,no,partial,Italy
1959,X3,2024,2.1,204,petrol,automatic,RWD,3279,7.1,57528,156,5,5,suv,white,0,no,partial,Netherlands
1960,X3,2024,2.2,198,diesel,automatic,AWD,0,6.5,71133,,5,5,suv,black,1,no,full,Netherlands
1961,X3,2021,2.4,208,diesel,automatic,RWD,61089,7.1,61718,155,5,5,suv,red,2,no,full,Germany
1962,1 Series,2020,2.9,244,diesel,manual,FWD,44619,7.5,26800,149,3,4,hatchback,blue,2,no,full,Netherlands
1963,7 Series,2006,3,292,petrol,automatic,AWD,300000,9.5,43401,213,4,4,sedan,red,3,yes,full,Netherlands
1964,X1,2019,1.8,177,petrol,automatic,FWD,107154,7.7,35250,166,5,5,suv,blue,1,no,partial,Turkey
1965,X3,2020,2.4,173,petrol,automatic,RWD,40114,7.6,45038,175,5,5,suv,grey,0,yes,full,Spain
1966,3 Series,2022,3,285,petrol,automatic,AWD,32884,8.9,47802,200,4,5,sedan,black,1,no,full,USA
1967,5 Series,2012,3.7,259,diesel,automatic,AWD,108027,9.1,34810,209,4,5,sedan,black,5,no,partial,Turkey
1968,X7,2016,4.2,331,petrol,automatic,AWD,149725,10.9,98935,221,5,5,suv,white,1,no,partial,UK
1969,X1,2023,2,203,petrol,automatic,FWD,9593,7.5,49983,172,5,5,suv,blue,0,no,full,Italy
1970,3 Series,2017,1.7,198,hybrid,automatic,RWD,62694,4.3,35506,91,4,5,sedan,blue,3,no,full,USA
1971,Z4,2006,3,223,petrol,manual,RWD,154365,8.3,34080,183,2,2,convertible,white,3,no,partial,Germany
1972,i3,2022,0,191,electric,automatic,RWD,22519,,47802,0,5,4,hatchback,,1,,partial,Turkey
1973,3 Series,2017,2.5,233,hybrid,automatic,RWD,97314,5.1,35869,116,4,5,sedan,grey,2,no,full,USA
1974,5 Series,2024,4,333,hybrid,automatic,RWD,5901,6.9,74924,159,4,5,sedan,black,0,no,full,UK
1975,7 Series,2024,0,375,electric,automatic,AWD,25666,0,141784,0,4,5,sedan,blue,1,no,full,France
1976,Z4,2023,2.4,239,petrol,automatic,RWD,6343,8.3,71458,,2,2,convertible,white,0,no,full,Germany
1977,X1,2023,1.5,122,petrol,automatic,FWD,24632,6.8,35019,152,5,5,suv,white,0,yes,full,Turkey
1978,5 Series,2020,3.2,280,diesel,automatic,RWD,55182,9,52824,192,4,5,sedan,silver,0,yes,full,UK
1979,X3,2013,2.1,252,petrol,automatic,AWD,214143,8,36848,156,5,5,suv,blue,5,no,full,Germany
1980,3 Series,2023,1.7,131,hybrid,automatic,AWD,25132,4.4,33549,101,4,5,sedan,black,0,yes,partial,France
1981,X1,2015,2,145,hybrid,automatic,FWD,117743,4.2,30488,92,5,5,suv,silver,1,no,,Spain
1982,3 Series,2020,2.2,198,petrol,automatic,RWD,85683,8,30620,177,4,5,sedan,white,,yes,full,France
1983,3 Series,2013,2,250,petrol,manual,RWD,92912,7.8,28496,180,4,5,sedan,black,4,no,full,France
1984,5 Series,2017,3.9,359,diesel,automatic,RWD,94972,9.4,58493,202,4,5,sedan,black,2,no,full,Netherlands
1985,X3,2012,2.1,210,petrol,automatic,RWD,142148,7.6,33713,156,5,5,suv,white,3,yes,full,Spain
1986,3 Series,2021,3.4,352,petrol,automatic,RWD,18138,9.6,52892,201,4,5,sedan,silver,1,no,full,Netherlands
1987,i4,2012,0,320,electric,automatic,RWD,118747,0,51790,0,4,5,coupe,black,3,no,partial,USA
1988,Z4,2016,2.3,241,petrol,manual,RWD,100482,8.4,39169,184,2,2,convertible,red,4,yes,partial,Italy
1989,X3,2021,2.9,231,hybrid,automatic,AWD,24383,5.1,46307,97,5,5,suv,silver,1,yes,partial,Netherlands
1990,X7,2019,4.1,359,hybrid,automatic,AWD,110172,6.6,99784,146,5,5,suv,white,2,no,none,Netherlands
1991,i3,2012,0,204,electric,automatic,RWD,203194,0,32172,0,5,4,hatchback,white,2,no,partial,Germany
1992,5 Series,2009,3.8,340,petrol,,AWD,300000,10,27535,233,4,5,sedan,silver,3,no,partial,Spain
1993,5 Series,2019,2.8,279,petrol,automatic,RWD,46065,9.3,51509,211,4,5,sedan,black,2,no,,Spain
1994,5 Series,2020,2.2,240,hybrid,automatic,AWD,62630,5,62141,110,4,5,sedan,silver,1,,full,France
1995,1 Series,2007,2.7,320,diesel,automatic,RWD,107282,7.4,17042,169,5,4,hatchback,black,4,yes,partial,Germany
1996,X3,2009,3.1,270,diesel,automatic,AWD,145574,7.8,36200,161,5,5,suv,blue,2,no,,Netherlands
1997,5 Series,2020,3.2,289,hybrid,automatic,RWD,48776,5.2,50754,104,4,5,sedan,black,1,no,partial,Spain
1998,X1,2024,2.3,239,petrol,automatic,AWD,19003,7.5,47789,174,5,5,suv,black,1,no,full,Turkey
1999,5 Series,2019,,303,hybrid,automatic,RWD,101204,6.1,49790,146,4,5,sedan,grey,3,no,partial,UK
2000,3 Series,2006,2.1,240,diesel,automatic,AWD,201523,6.7,12537,150,4,5,sedan,white,2,yes,partial,Germany
2001,5 Series,2014,4.2,389,diesel,automatic,AWD,112882,9.5,43764,196,4,5,sedan,black,2,no,none,France
2002,3 Series,2017,1.8,206,hybrid,automatic,RWD,39611,4.3,35859,99,4,5,sedan,black,1,no,partial,Netherlands
2003,3 Series,2017,2.9,285,petrol,manual,AWD,91290,8.9,37555,205,4,5,sedan,white,1,no,full,Italy
2004,7 Series,2008,0,331,electric,automatic,AWD,259600,0,55038,0,4,4,sedan,grey,2,yes,partial,Germany
2005,3 Series,2022,3.4,347,hybrid,automatic,RWD,20527,5.7,48130,129,4,5,sedan,blue,0,no,full,Spain
2006,X1,2011,2.2,244,hybrid,automatic,AWD,150900,4.6,24241,100,5,5,suv,white,2,no,partial,Turkey
2007,Z4,2007,3,258,petrol,automatic,RWD,252687,8.6,23900,170,2,2,convertible,blue,2,no,none,Turkey
2008,5 Series,2018,2.6,239,diesel,automatic,AWD,109162,7.2,45232,155,4,5,sedan,black,1,no,full,Turkey
2009,7 Series,2021,5,394,hybrid,automatic,RWD,18866,7.8,99688,176,4,4,sedan,grey,1,yes,full,Italy
2010,i4,2015,0,439,electric,automatic,AWD,113252,0,59052,0,4,5,coupe,black,1,no,partial,UK
2011,1 Series,2016,2.1,219,petrol,automatic,FWD,170837,7.4,17077,,3,5,hatchback,silver,1,no,partial,Italy
2012,i4,2020,0,480,electric,automatic,RWD,59884,0,77493,0,4,5,coupe,white,1,no,full,Turkey
2013,X3,2019,2.9,242,petrol,automatic,RWD,25798,9.4,48053,212,5,5,suv,blue,2,yes,full,Turkey
2014,X5,2015,3.4,320,petrol,automatic,AWD,197444,10.3,47835,230,5,5,suv,silver,1,yes,partial,Turkey
2015,1 Series,2016,2.4,213,petrol,automatic,FWD,117402,8,17371,178,3,4,hatchback,grey,4,no,partial,France
2016,X3,2019,2.3,201,diesel,automatic,AWD,118770,7,38987,154,5,5,suv,silver,2,no,none,Turkey
2017,3 Series,2015,2.5,176,hybrid,manual,AWD,137749,4.8,27275,96,4,5,sedan,black,1,no,full,Turkey
2018,5 Series,2020,2.2,154,petrol,automatic,RWD,32086,8,54362,183,4,5,sedan,white,0,no,full,Spain
2019,X3,2017,2.7,234,diesel,automatic,AWD,92785,7.3,36096,185,5,5,suv,red,4,yes,none,Turkey
2020,X1,2015,2.3,191,petrol,automatic,FWD,162269,8.8,28346,184,5,5,suv,red,3,no,partial,USA
2021,3 Series,2008,2.5,241,petrol,automatic,AWD,268545,8.3,19408,175,4,5,sedan,grey,4,,full,UK
2022,i4,2020,0,419,electric,automatic,RWD,64530,0,72993,0,4,5,coupe,blue,1,no,partial,France
2023,5 Series,2022,4.1,278,diesel,automatic,RWD,25864,9.8,67248,221,4,5,sedan,grey,2,no,full,Netherlands
2024,Z4,2023,2.9,197,petrol,automatic,RWD,0,,58021,181,2,2,convertible,white,0,yes,partial,Netherlands
2025,X1,2016,2.4,219,hybrid,automatic,FWD,145394,5.4,29277,123,5,5,suv,red,1,yes,partial,Netherlands
2026,X5,2011,3.6,273,petrol,automatic,AWD,214862,10.6,51190,241,5,5,suv,white,2,no,full,Italy
2027,3 Series,2011,2.1,159,hybrid,automatic,RWD,220293,4.8,17903,101,4,5,sedan,silver,3,no,partial,Spain
2028,X1,2023,1.9,194,hybrid,automatic,FWD,9010,4.6,42347,100,5,5,suv,white,1,yes,full,Turkey
2029,X5,2014,3.1,300,petrol,automatic,AWD,185907,9.2,59245,207,5,5,suv,silver,,no,partial,USA
2030,X5,2021,3.5,317,hybrid,automatic,AWD,54769,6.2,92037,156,5,5,suv,silver,0,no,full,Germany
2031,5 Series,2022,4,294,hybrid,automatic,AWD,23410,6.5,60902,138,4,5,sedan,white,2,no,full,UK
2032,7 Series,2019,4.2,334,diesel,automatic,AWD,29115,9.5,99720,210,4,5,sedan,white,1,no,partial,Italy
2033,i4,2016,0,271,electric,automatic,AWD,101749,0,56801,0,4,5,coupe,white,1,no,full,Germany
2034,X1,2024,1.6,142,hybrid,automatic,AWD,18498,4.5,47665,99,5,5,suv,black,1,no,full,Turkey
2035,X5,2018,4.2,311,hybrid,automatic,AWD,124270,6.5,72722,151,5,5,suv,silver,2,no,partial,Italy
2036,5 Series,2021,4.3,366,petrol,automatic,RWD,57773,11.2,65312,241,4,5,sedan,black,2,no,full,Spain
2037,Z4,2016,2.2,176,petrol,automatic,RWD,109927,8.7,43858,201,2,2,convertible,,4,yes,full,Germany
2038,i4,2020,0,286,electric,automatic,AWD,68863,0,85550,0,4,5,coupe,black,1,,full,USA
2039,5 Series,2021,2.9,196,petrol,automatic,RWD,12433,9.3,59249,198,4,5,sedan,black,0,no,partial,Germany
2040,X5,2019,3.6,270,petrol,automatic,AWD,89348,9.8,77355,192,5,5,suv,white,1,no,full,Italy
2041,3 Series,2018,3.4,231,petrol,,RWD,84083,9.3,26807,203,4,5,sedan,silver,4,yes,partial,Germany
2042,X7,2019,4.2,348,diesel,automatic,AWD,91943,9.5,112268,212,5,5,suv,black,2,no,partial,Netherlands
2043,X5,2022,4,374,diesel,automatic,AWD,15375,8.9,99716,199,5,5,suv,white,1,no,full,USA
2044,5 Series,2007,4.2,328,hybrid,automatic,RWD,179515,6.5,33892,140,4,5,sedan,red,3,no,full,Netherlands
2045,3 Series,2017,2.1,166,diesel,automatic,AWD,119967,5.9,24666,134,4,5,sedan,black,2,yes,full,USA
2046,X5,2019,3.7,272,diesel,automatic,AWD,80166,8.7,76405,184,5,5,suv,white,1,no,full,France
2047,X1,2015,1.8,183,diesel,automatic,FWD,188772,6.7,31928,149,5,5,suv,black,4,no,full,Netherlands
2048,i4,2017,0,338,electric,automatic,AWD,120947,0,61543,0,4,5,coupe,white,2,no,partial,USA
2049,3 Series,2016,3.5,262,diesel,automatic,RWD,60994,9.1,35458,204,4,5,sedan,white,2,no,partial,Italy
2050,3 Series,2018,2,216,diesel,automatic,AWD,83147,6.5,33765,148,4,5,sedan,black,1,no,,UK
2051,X1,2016,2.4,234,diesel,automatic,AWD,137935,7.2,35643,155,5,5,suv,white,,no,partial,France
2052,X3,2022,2,210,petrol,automatic,AWD,7249,8.3,65024,193,5,5,suv,white,2,no,full,Germany
2053,X5,2020,3.5,402,hybrid,automatic,AWD,53070,6.1,88022,140,5,5,suv,white,2,no,full,France
2054,3 Series,2010,3.2,261,petrol,manual,RWD,198243,9.1,19950,194,4,5,sedan,black,5,no,none,France
2055,5 Series,2006,2.5,223,petrol,automatic,RWD,290306,8,14199,176,4,5,sedan,black,4,yes,full,Turkey
2056,X5,2023,3.7,344,diesel,automatic,AWD,0,8.4,86452,191,5,5,suv,blue,,no,partial,UK
2057,X3,2012,3.2,199,hybrid,automatic,AWD,114890,5,39938,97,5,5,suv,grey,2,no,partial,Netherlands
2058,X3,2016,2.3,277,diesel,automatic,RWD,106387,7.4,42289,163,5,5,suv,silver,1,no,none,Netherlands
2059,X3,2012,2.7,203,hybrid,automatic,AWD,269978,5.5,23304,128,5,5,suv,,2,no,partial,Spain
2060,X7,2009,4.4,405,hybrid,automatic,AWD,300000,7.2,60315,161,5,5,suv,black,3,yes,partial,UK
2061,X1,2024,2.1,240,petrol,automatic,FWD,5213,8.5,53624,190,5,5,suv,black,0,no,full,France
2062,X5,2007,3.4,248,diesel,automatic,AWD,284645,7.5,36434,161,5,5,suv,white,2,no,full,Netherlands
2063,Z4,2023,2.1,207,petrol,automatic,RWD,3392,7.7,72599,152,2,2,convertible,black,1,,full,Italy
2064,1 Series,2021,,243,hybrid,manual,RWD,63934,3.8,30927,94,3,4,hatchback,black,2,no,full,USA
2065,X3,2017,2.8,217,hybrid,automatic,RWD,131007,5.2,50691,124,5,5,suv,white,2,no,full,Germany
2066,5 Series,2021,4.2,383,hybrid,automatic,AWD,36170,6,60424,128,4,5,sedan,grey,1,no,partial,Turkey
2067,i4,2019,0,203,electric,automatic,AWD,66942,0,63835,0,4,5,coupe,white,2,no,partial,Spain
2068,X5,2015,3,262,diesel,automatic,AWD,152751,7.2,63013,159,5,5,suv,white,3,yes,full,USA
2069,X3,2013,3.4,285,diesel,automatic,AWD,175195,8.8,32314,191,5,5,suv,grey,5,,none,UK
2070,7 Series,2011,3.2,318,petrol,automatic,AWD,170112,10.7,65550,219,4,4,sedan,white,2,yes,full,Germany
2071,7 Series,2018,0,422,electric,automatic,RWD,49022,0,91979,0,4,5,sedan,silver,2,no,full,Italy
2072,i3,2024,0,142,electric,automatic,RWD,12679,0,61414,0,5,4,hatchback,black,0,no,full,France
2073,Z4,2006,2.7,282,petrol,manual,RWD,179496,9.3,32822,194,2,2,convertible,black,5,no,full,USA
2074,3 Series,2015,2.5,219,diesel,automatic,AWD,106734,6.9,26341,149,4,5,sedan,black,2,no,none,USA
2075,5 Series,2018,2.7,268,petrol,,AWD,98993,9.2,46344,197,4,5,sedan,grey,2,no,full,Spain
2076,3 Series,2006,2.8,269,diesel,manual,AWD,296712,7.7,10358,174,4,5,sedan,white,3,yes,partial,Spain
2077,7 Series,2021,0,466,electric,automatic,RWD,47537,0,116317,0,4,4,sedan,silver,1,yes,full,UK
2078,3 Series,2005,2.4,212,diesel,automatic,RWD,300000,6.8,10176,155,4,5,sedan,white,3,yes,full,Spain
2079,7 Series,2012,3.8,368,hybrid,automatic,AWD,266017,5.9,77890,127,4,5,sedan,silver,3,no,partial,USA
2080,5 Series,2017,2.2,263,petrol,automatic,AWD,151480,8.4,41993,197,4,5,sedan,grey,2,no,full,Turkey
2081,X5,2024,4.4,412,diesel,automatic,AWD,0,10.1,89790,228,5,5,suv,black,0,no,partial,Italy
2082,1 Series,2021,2.9,294,hybrid,automatic,FWD,36680,5.6,34231,124,5,5,hatchback,black,1,no,full,France
2083,X5,2014,4,364,hybrid,automatic,AWD,185072,6.2,58872,133,5,5,suv,red,2,yes,full,France
2084,X5,2013,3.6,325,hybrid,automatic,AWD,254808,6.9,52262,143,5,5,suv,red,4,no,full,Turkey
2085,i3,2008,0,197,electric,automatic,RWD,300000,0,15106,0,5,4,hatchback,grey,,no,partial,Germany
2086,i7,2020,0,475,electric,automatic,AWD,18461,0,181845,0,4,5,sedan,grey,0,no,full,Turkey
2087,5 Series,2009,4.3,334,petrol,automatic,AWD,236463,10.9,35670,250,4,5,sedan,red,2,no,full,France
2088,3 Series,2012,3.3,345,hybrid,manual,RWD,180901,5.6,22923,118,4,5,sedan,black,4,yes,partial,Spain
2089,3 Series,2006,2.4,211,hybrid,manual,AWD,237436,5,11498,93,4,5,sedan,black,4,yes,partial,Netherlands
2090,3 Series,2024,3.4,245,diesel,automatic,AWD,0,8.1,47795,184,4,5,sedan,black,1,,,Germany
2091,X5,2023,4,374,hybrid,automatic,AWD,20710,6.8,97304,145,5,5,suv,silver,0,no,full,Turkey
2092,X1,2016,1.6,152,petrol,automatic,AWD,109208,7.2,32589,143,5,5,suv,white,2,no,full,USA
